name,summary,doi,author,apa_citation,language,release_date,docs,tutorials,license,stars,source,Category,Citation_Count
BacterialSSUrRNAExample,NA,NA,pgfoster,NA,Python,2021-03-15T09:43:00Z,https://github.com/pgfoster/BacterialSSUrRNAExample,NA,NA,1,GitHub,Specialized analysis,NA
bacteria-1,Config files for my GitHub profile.,NA,bacteria-1,NA,Jupyter Notebook,2021-03-14T08:27:30Z,https://github.com/bacteria-1/bacteria-1,NA,NA,1,GitHub,Specialized analysis,NA
automotive-hub,selling and buying vehicles,NA,bacteria-1,NA,NA,2021-03-14T08:33:08Z,https://github.com/bacteria-1/automotive-hub,NA,NA,1,GitHub,Specialized analysis,NA
Bayesian-generalized-linear-model-for-simulating-bacterial-inactivation-growth,NA,NA,Satoko-Hiura,NA,Jupyter Notebook,2021-03-09T04:34:42Z,https://github.com/Satoko-Hiura/Bayesian-generalized-linear-model-for-simulating-bacterial-inactivation-growth,NA,NA,1,GitHub,Specialized analysis,NA
AFB_stains,Computer vision program to identify tuberculosis organisms on microscopic imaging of sputum samples treated with an Acid-Fast Bacteria Stain such as Ziehl-Neelsen Stain.,NA,poolen1,NA,Python,2021-03-16T02:04:57Z,https://github.com/poolen1/AFB_stains,NA,NA,1,GitHub,Specialized analysis,NA
Belly-Button-Biodiversity-Dashboard,"Using JavaScript, a live dashboard with test samples of belly button bacteria was created.  With the selection of each sample option, interactive plotly charts are ready to showcase analysis.",NA,taranahassan,NA,JavaScript,2021-03-14T14:02:18Z,https://github.com/taranahassan/Belly-Button-Biodiversity-Dashboard,NA,NA,1,GitHub,Specialized analysis,NA
bacteriaCounting,NA,NA,kyungsikjeung,NA,Python,2021-03-04T08:08:43Z,https://github.com/kyungsikjeung/bacteriaCounting,NA,NA,0,GitHub,Specialized analysis,NA
microbiology,Bacteria & microbiological research,NA,mpjcoomes,NA,NA,2021-03-22T06:13:57Z,https://github.com/mpjcoomes/microbiology,NA,NA,0,GitHub,Specialized analysis,NA
Bacterialogic,Config files for my GitHub profile.,NA,Bacterialogic,NA,NA,2021-03-26T21:10:45Z,https://github.com/Bacterialogic/Bacterialogic,NA,NA,0,GitHub,Specialized analysis,NA
bacterial_ONT,pipeline for the analysis of paralog genes using ONT,NA,nikolatom,NA,Shell,2021-03-03T17:28:58Z,https://github.com/nikolatom/bacterial_ONT,NA,NA,0,GitHub,Specialized analysis,NA
Bacteria-killer,COMP-4471 Project Using Vanilla Javascript and WEBGL library to create an animated game.,NA,Raghav-rv28,NA,JavaScript,2021-03-10T20:09:09Z,https://github.com/Raghav-rv28/Bacteria-killer,NA,NA,0,GitHub,Specialized analysis,NA
bacterial-resistance,NA,NA,arthur-cahu,NA,Python,2021-03-25T09:29:57Z,https://github.com/arthur-cahu/bacterial-resistance,NA,NA,0,GitHub,Specialized analysis,NA
bacteria_surface,"Code used in ""Geometric control of bacterial surface accumulation"" PRE 2019",NA,rmok57,NA,Cuda,2021-03-09T02:55:57Z,https://github.com/rmok57/bacteria_surface,NA,NA,0,GitHub,Specialized analysis,NA
Bacteria-Research,NA,NA,RyanWhited,NA,JavaScript,2021-03-06T02:17:25Z,https://github.com/RyanWhited/Bacteria-Research,NA,NA,0,GitHub,Specialized analysis,NA
Bacterial-Tactics,NA,NA,Ashutosh553,NA,C++,2021-03-23T08:44:33Z,https://github.com/Ashutosh553/Bacterial-Tactics,NA,NA,0,GitHub,Specialized analysis,NA
belly_bacteria,NA,NA,benlew3,NA,JavaScript,2021-03-02T02:56:32Z,https://github.com/benlew3/belly_bacteria,NA,NA,0,GitHub,Specialized analysis,NA
Multicplication_of_Bacteria,NA,NA,Catinca26,NA,C++,2021-03-07T15:09:59Z,https://github.com/Catinca26/Multicplication_of_Bacteria,NA,NA,0,GitHub,Specialized analysis,NA
Bacterial-Cell-Clustering,NA,NA,hmgrodrigues,NA,HTML,2021-03-10T14:45:04Z,https://github.com/hmgrodrigues/Bacterial-Cell-Clustering,NA,NA,0,GitHub,Specialized analysis,NA
distinguishing-bacteria-patterns,"This project was done within the framework of the course ""Topics in Bioinformatic"" by Prof. Ziv-ukelson Michal",NA,Galbodek,NA,Python,2021-03-11T11:19:14Z,https://github.com/Galbodek/distinguishing-bacteria-patterns,NA,NA,0,GitHub,Specialized analysis,NA
RNA-COMPARE,Comparing RNA from human versus Bacteria,NA,GimpelMatheus,NA,HTML,2021-03-23T12:16:10Z,https://github.com/GimpelMatheus/RNA-COMPARE,NA,NA,0,GitHub,Specialized analysis,NA
Predict-Bacteria-Drug-Resistance,NA,NA,ChanTzuChing,NA,Python,2021-03-08T15:14:17Z,https://github.com/ChanTzuChing/Predict-Bacteria-Drug-Resistance,NA,NA,0,GitHub,Specialized analysis,NA
Belly-Button-Bacteria-Dashboard,"Dashboard with JavaScript: Plotly.js, D3.js, HTML, CSS",NA,gabeo13,NA,JavaScript,2021-03-26T16:16:08Z,https://github.com/gabeo13/Belly-Button-Bacteria-Dashboard,NA,NA,0,GitHub,Specialized analysis,NA
Belly-button-diversity,Display bacteria diversity in the belly button,NA,aditirai3,NA,JavaScript,2021-03-03T02:06:42Z,https://github.com/aditirai3/Belly-button-diversity,NA,NA,0,GitHub,Specialized analysis,NA
NetLogo_Bacterial_Infection_Model,Agent based model of inflammatory process,NA,mppalves,NA,NetLogo,2021-03-12T10:45:38Z,https://github.com/mppalves/NetLogo_Bacterial_Infection_Model,NA,NA,0,GitHub,Specialized analysis,NA
Multiple-Timescales-in-Bacterial-Growth-Homeostasis,NA,NA,astawsky,NA,Shell,2021-03-05T09:27:44Z,https://github.com/astawsky/Multiple-Timescales-in-Bacterial-Growth-Homeostasis,NA,NA,0,GitHub,Specialized analysis,NA
Plot.ly-Belly-Button-Bacteria-Dashboard,"Using a JSON of belly bacteria data, created an interactive dashboard using Plot.ly with a dropdown for each patient ID that shows a bar graph of the top 10 bacteria for that patient and a scatter plot with points based on the count of each bacteria.",NA,pspitzer86,NA,JavaScript,2021-03-13T22:31:33Z,https://github.com/pspitzer86/Plot.ly-Belly-Button-Bacteria-Dashboard,NA,NA,0,GitHub,Specialized analysis,NA
simulation-code-human-transmission-genes-bacteria,"This is a repository for the Python scripts underlying the paper ""The perfect condition for the rising of superbugs: person-to-person contact and antibiotic use are the key factors responsible for the positive correlation between antibiotic resistance gene diversity and virulence gene diversity in human metagenomes"".",NA,GenMicroLab,NA,Python,2021-03-03T22:12:33Z,https://github.com/GenMicroLab/simulation-code-human-transmission-genes-bacteria,NA,NA,0,GitHub,Specialized analysis,NA
belly-button-biodiversity-analysis,Analysis with complementing visualization of gathered donated belly button bacteria,NA,SoWhitIs,NA,JavaScript,2021-03-25T17:33:01Z,https://github.com/SoWhitIs/belly-button-biodiversity-analysis,NA,NA,0,GitHub,Visualization Tools,NA
interactive-visualisations-challenge,Creation of interactive dashboard displaying data on bacteria within bellybuttons,NA,sarahDH615,NA,JavaScript,2021-03-04T23:44:46Z,https://github.com/sarahDH615/interactive-visualisations-challenge,NA,NA,0,GitHub,Specialized analysis,NA
phylo,A codebase to extract a specific set of genes from bacteria gene sequences and construct phylogenetic trees to analyse the evolution of bacteria using them.,NA,IsuruBoyagane15,NA,Python,2021-03-17T07:21:20Z,https://github.com/IsuruBoyagane15/phylo,NA,NA,0,GitHub,Sequence Analysis,NA
For-a-better-Classification-of-Bacteria-Digital-Image-using-Deep-Learning,Classifying Bacteria in the Digital Image of Bacterial Species dataset using the Keras library,NA,Ashraf-Al-Aodat,NA,Jupyter Notebook,2021-03-08T08:23:56Z,https://github.com/Ashraf-Al-Aodat/For-a-better-Classification-of-Bacteria-Digital-Image-using-Deep-Learning,NA,NA,0,GitHub,Specialized analysis,NA
plotly-JavaScript-,Javascript and Plotly are used to create interactive charts for a bacteria dataset.,NA,danawoodruff,NA,JavaScript,2021-03-06T23:58:46Z,https://github.com/danawoodruff/plotly-JavaScript-,NA,NA,0,GitHub,Specialized analysis,NA
genomics_ood,"PyTorch Implementation for the Bacteria Genomics OOD dataset in ""Likelihood Ratios for Out-of-Distribution Detection""",NA,selflein,NA,Python,2021-03-31T17:04:16Z,https://github.com/selflein/genomics_ood,NA,NA,0,GitHub,Specialized analysis,NA
plotlydeploy,Webpage with interactive dashboard was created for Improbable Beef's volunteers to identify their belly button bacteria. ,NA,agnieszka-web,NA,JavaScript,2021-03-18T14:23:00Z,https://github.com/agnieszka-web/plotlydeploy,NA,NA,0,GitHub,Specialized analysis,NA
kontagion-video-game,A video game where a character must kill bacteria & viruses and avoid getting bit by them in order to win.,NA,aaronminkov,NA,C++,2021-03-01T20:51:08Z,https://github.com/aaronminkov/kontagion-video-game,NA,NA,0,GitHub,Specialized analysis,NA
anaerobic_fungi_Fibrobacter_co-culture,"Supplementary data to support Swift et al. ""Co-cultivation of anaerobic fungi with rumen bacteria establishes an antagonistic relationship""",NA,cswift3,NA,NA,2021-03-03T20:48:33Z,https://github.com/cswift3/anaerobic_fungi_Fibrobacter_co-culture,NA,NA,0,GitHub,Specialized analysis,NA
most_abundant_OTU,"Script that extracts, from COI zOTU table, info about most abundant zOTU (COI barcode), taxonomy and bacteria presence in each library.",NA,deerhunter4,NA,Python,2021-03-12T09:05:22Z,https://github.com/deerhunter4/most_abundant_OTU,NA,NA,0,GitHub,Specialized analysis,NA
ImageProcessingPlatforms,This repository contains all the code used for on-line and off-line image processing of yeast and bacteria microfluidic experiments. ,NA,csynbiosys,NA,MATLAB,2021-03-16T17:44:06Z,https://github.com/csynbiosys/ImageProcessingPlatforms,NA,NA,0,GitHub,Specialized analysis,NA
Diversity_in_Mare_yam_crop,"Diversity in Mare island (Loyalty island, New-Caledonia) yam's crop (Dioscorea sp.) - DNA metabarcoding on ITS2 -(Fungi) and V4 (bacteria)",NA,PLStenger,NA,Shell,2021-03-28T23:24:46Z,https://github.com/PLStenger/Diversity_in_Mare_yam_crop,NA,NA,0,GitHub,Specialized analysis,NA
CRISPR-dynamics-model,Simulation and figure code for a model of interacting bacteria and phage with CRISPR: https://doi.org/10.1101/2022.07.07.498272,NA,mbonsma,NA,Python,2021-03-31T19:00:46Z,https://github.com/mbonsma/CRISPR-dynamics-model,NA,NA,0,GitHub,Specialized analysis,NA
Plotly_Diversity,"Using Javascript, plotly, html and bootstrap to create a dynamic web visualization dashboard.  The dashboard displays information on bacteria cultures based on test subject selected.",NA,Kee2u,NA,JavaScript,2021-03-20T23:37:34Z,https://github.com/Kee2u/Plotly_Diversity,NA,NA,0,GitHub,Visualization Tools,NA
Bellybutton,JavaScript/html/CSS/D3.json /VS code this project was designed  to identified top 10 bacteria species for Synthetic beef. Samples were taken from volunteers to conduct the analysis.,NA,Kborh,NA,NA,2021-03-21T20:26:58Z,https://github.com/Kborh/Bellybutton,NA,NA,0,GitHub,Specialized analysis,NA
BIMM143-Python-Project3,"Scientific Hypothesis: If the nine most abundant human GI bacteria are genetically similar to each other, then the overuse of ampicillin, a commonly used antibiotic, would be a reason for dysbiosis in the gut microbiome.",NA,cjt025,NA,Jupyter Notebook,2021-03-18T04:02:18Z,https://github.com/cjt025/BIMM143-Python-Project3,NA,NA,0,GitHub,Metagenomics and community analysis,NA
public_health_bacterial_genomics,NA,NA,theiagen,NA,WDL,2021-04-29T22:51:00Z,https://github.com/theiagen/public_health_bacterial_genomics,NA,NA,26,GitHub,Specialized analysis,NA
course_2021_radboud,Radboud Summer Course 7/2021 https://www.ru.nl/radboudsummerschool/courses/2021/brain-bacteria-behaviour/,NA,microbiome,NA,TeX,2021-04-28T19:05:29Z,https://github.com/microbiome/course_2021_radboud,NA,NA,12,GitHub,Specialized analysis,NA
virathon,Genomic analysis of viruses of Archaea and Bacteria,NA,felipehcoutinho,NA,Python,2021-04-12T10:18:34Z,https://github.com/felipehcoutinho/virathon,NA,NA,4,GitHub,Specialized analysis,NA
bacterial-colony-counter,Semi-automatic bacterial colony counter with automatic circle detection (circle Hough Transform),NA,Emil-Sila,NA,C#,2021-04-07T12:25:27Z,https://github.com/Emil-Sila/bacterial-colony-counter,NA,NA,3,GitHub,Specialized analysis,NA
Bacterial_reseq,Pipeline for processing bacterial re-sequencing data,NA,mikewolfe,NA,Python,2021-04-18T00:40:35Z,https://github.com/mikewolfe/Bacterial_reseq,NA,NA,2,GitHub,Specialized analysis,NA
ToxicityPredictionChallenge,"With new chemicals being synthesized every day, toxicity prediction of newly synthesized chemicals is mandatory before they could be released in the market. For a long time, *in-vivo* methods have been used for toxicity prediction which involves studying bacteria, human cells, or animals. With thousands of new chemicals being synthesized every day, it is not feasible to detect toxicity with traditional laboratory animal testing. One great alternative for *in-vivo *methods is the *in-silico* techniques that have great potential to reduce time, cost, and animal testing involved in detecting toxicity. ToxCast dataset is one of the greatest data available in the field of toxicogenomics. ToxCast has data for approximately 9,000 chemicals with more than 1500 high-throughput assay endpoints that cover a range of high-level cell responses. In this challenge, you will have access to a prepared subset of data from ToxCast.",NA,HarshkumarP,NA,Python,2021-04-14T06:50:24Z,https://github.com/HarshkumarP/ToxicityPredictionChallenge,NA,NA,2,GitHub,Specialized analysis,NA
Bacterial_Analysis,NA,NA,AutumnPh3n0m3n0n,NA,JavaScript,2021-04-11T06:25:23Z,https://github.com/AutumnPh3n0m3n0n/Bacterial_Analysis,NA,NA,1,GitHub,Specialized analysis,NA
resistance-prediction,Prediction of Antibiotics Resistant Bacteria,NA,The-Electric-Moccasins,NA,Jupyter Notebook,2021-04-08T16:36:31Z,https://github.com/The-Electric-Moccasins/resistance-prediction,NA,NA,1,GitHub,Specialized analysis,NA
Image-Analysis-Bacterial-Cells,Python GUI implementing OpenCV for image analysis,NA,jeff-tan-2020,NA,Jupyter Notebook,2021-04-10T03:13:50Z,https://github.com/jeff-tan-2020/Image-Analysis-Bacterial-Cells,NA,NA,1,GitHub,Specialized analysis,NA
21soilGEMs,Repository of scripts and notes for the genome-scale metabolic model (GEM) reconstruction of 21 soil bacteria isolates,NA,davinsaviro,NA,Shell,2021-04-05T17:00:58Z,https://github.com/davinsaviro/21soilGEMs,NA,NA,1,GitHub,Specialized analysis,NA
Data-Analysis-Using-Handwashing-Problem,"In the past, people didn't know about bacteria, germs, or viruses. People illness was caused by ""bad air"" or evil spirits. But in the 1800s Doctors started looking more at anatomy, doing autopsies and making arguments based on data. Dr Semmelweis suspected that something was going wrong with the procedures at Vienna General Hospital. Dr Semmelweis wanted to figure out why so many women in maternity wards were dying from childbed fever",NA,ShanuXD,NA,Python,2021-04-18T20:09:52Z,https://github.com/ShanuXD/Data-Analysis-Using-Handwashing-Problem,NA,NA,1,GitHub,Specialized analysis,NA
bacteria-segmentation-unet,bacterial colonies segmentation with U-Net,NA,MekhailS,NA,Jupyter Notebook,2021-04-23T15:18:30Z,https://github.com/MekhailS/bacteria-segmentation-unet,NA,NA,0,GitHub,Specialized analysis,NA
BacteriaTool,Visual tool demonstrating the different effects certain parameters can have on the sensitive/resistant populations of bacteria.,NA,dripchar,NA,Java,2021-04-13T01:06:30Z,https://github.com/dripchar/BacteriaTool,NA,NA,0,GitHub,Visualization Tools,NA
bacteriaGAN,Conditional GAN for generating microscopic images of bacterial strains.,NA,zskylarli,NA,Jupyter Notebook,2021-04-14T06:38:22Z,https://github.com/zskylarli/bacteriaGAN,NA,NA,0,GitHub,Specialized analysis,NA
BacterialGrowthSimulation,A Unity project that emulates eColi growth subjected to various growth conditions.,NA,EvolveEducation,NA,C#,2021-04-04T20:45:02Z,https://github.com/EvolveEducation/BacterialGrowthSimulation,NA,NA,0,GitHub,Specialized analysis,NA
IdentiBacterIO,Nova Bacteria 2.0,NA,devanegas,NA,C#,2021-04-06T02:01:14Z,https://github.com/devanegas/IdentiBacterIO,NA,NA,0,GitHub,Specialized analysis,NA
bacteriagamemk,NA,NA,melissaknecht97,NA,CSS,2021-04-15T13:55:07Z,https://github.com/melissaknecht97/bacteriagamemk,NA,NA,0,GitHub,Specialized analysis,NA
Bacteria_phylo,NA,NA,khamitovdr,NA,Jupyter Notebook,2021-04-19T17:49:23Z,https://github.com/khamitovdr/Bacteria_phylo,NA,NA,0,GitHub,Specialized analysis,NA
bacteria-viruses,NA,NA,rsof14,NA,Python,2021-04-29T20:17:24Z,https://github.com/rsof14/bacteria-viruses,NA,NA,0,GitHub,Specialized analysis,NA
Bacterial-Biodiversity,An exploratory analysis on the biodiversity of bacterial contained in the human navel in an attempt to find a bacteria capable of creating a flavor similar to beef.  The analysis is performed and the results are displayed in charts powered by the JavaScript library Plotly.,NA,ForTheGold,NA,JavaScript,2021-04-02T17:08:37Z,https://github.com/ForTheGold/Bacterial-Biodiversity,NA,NA,0,GitHub,Specialized analysis,NA
Bacteria_Program,Bonus project for our team's Intro to Python Course.,NA,tylerdowney1337,NA,Python,2021-04-21T17:51:36Z,https://github.com/tylerdowney1337/Bacteria_Program,NA,NA,0,GitHub,Specialized analysis,NA
bacteria-classification,NA,NA,Poovannan234,NA,NA,2021-04-25T10:23:27Z,https://github.com/Poovannan234/bacteria-classification,NA,NA,0,GitHub,Specialized analysis,NA
nanostar-bacteria-paper,"SI related to calculation of polydispersity in Dynamic Differential Microscopy, applied to a recent synthetic biology paper.",NA,WillTKaufhold1,NA,Jupyter Notebook,2021-04-20T09:48:52Z,https://github.com/WillTKaufhold1/nanostar-bacteria-paper,NA,NA,0,GitHub,Specialized analysis,NA
xray-classification-bacterial,NA,NA,MarkFerenci,NA,NA,2021-04-10T16:54:28Z,https://github.com/MarkFerenci/xray-classification-bacterial,NA,NA,0,GitHub,Specialized analysis,NA
Bacteria.github.io,NA,NA,josafathpelayo,NA,JavaScript,2021-04-26T02:40:55Z,https://github.com/josafathpelayo/Bacteria.github.io,NA,NA,0,GitHub,Specialized analysis,NA
Bacteria-growth-simulation,NA,NA,anamika-yadav99,NA,Python,2021-04-13T11:30:39Z,https://github.com/anamika-yadav99/Bacteria-growth-simulation,NA,NA,0,GitHub,Specialized analysis,NA
Plotly-Exercise,Practicing Plotly using bacteria json data,NA,jm3189,NA,JavaScript,2021-04-03T07:07:57Z,https://github.com/jm3189/Plotly-Exercise,NA,NA,0,GitHub,Specialized analysis,NA
cell_survival_with_bacteria,Processes TIF output from FIJI macro that measures mammalian cell death and presence of intracellular bacteria,NA,abbykroken,NA,Jupyter Notebook,2021-04-23T20:35:57Z,https://github.com/abbykroken/cell_survival_with_bacteria,NA,NA,0,GitHub,Specialized analysis,NA
Bacteria-Classification-with-Fast.AI,Using fast.ai to build a state of the art bacterial classifier with the DIBaS dataset. An ML Showcase project from Paperspace Gradient.,NA,gradient-ai,NA,Jupyter Notebook,2021-04-13T00:29:13Z,https://github.com/gradient-ai/Bacteria-Classification-with-Fast.AI,NA,NA,0,GitHub,Specialized analysis,NA
Dros_field_bacteria_genomes_2021,"This repo contains the raw RAST .txt files generated during genome annotation, which were subsequently used for functional comparative genomics anlaysis among field isolated bacteria associated with Droosphila melanogaster.",NA,jgmcmull,NA,NA,2021-04-27T17:05:40Z,https://github.com/jgmcmull/Dros_field_bacteria_genomes_2021,NA,NA,0,GitHub,Comparative genomics,NA
quest-o-sobre-resistencia-de-uma-bacteria,NA,NA,ltaloNeves,NA,NA,2021-04-18T21:42:12Z,https://github.com/ltaloNeves/quest-o-sobre-resistencia-de-uma-bacteria,NA,NA,0,GitHub,Specialized analysis,NA
Interactive_Dashboard_on_Bacteria_Found_in_Test_Subjects,NA,NA,millerbrook,NA,JavaScript,2021-04-01T19:44:13Z,https://github.com/millerbrook/Interactive_Dashboard_on_Bacteria_Found_in_Test_Subjects,NA,NA,0,GitHub,Specialized analysis,NA
bellybutton_analysis, Mastering the basics of Plotly through data on bellybutton bacteria.,NA,apiispanen,NA,JavaScript,2021-04-16T02:06:24Z,https://github.com/apiispanen/bellybutton_analysis,NA,NA,0,GitHub,Specialized analysis,NA
code_for_sepsis,Code for a model of sepsis in rats injected with bacteria.,NA,jarobarb,NA,MATLAB,2021-04-19T14:25:43Z,https://github.com/jarobarb/code_for_sepsis,NA,NA,0,GitHub,Specialized analysis,NA
soft-arch-strategy,Demonstrates the strategy and template method patterns with bacteria colony growth.,NA,oroborous,NA,Java,2021-04-25T00:24:03Z,https://github.com/oroborous/soft-arch-strategy,NA,NA,0,GitHub,Specialized analysis,NA
pipeline-qiime-2,Workflow of community composition and diversity analyses of bacteria and archaea with QIIME 2,NA,mdelacuba,NA,Shell,2021-04-28T01:05:05Z,https://github.com/mdelacuba/pipeline-qiime-2,NA,NA,0,GitHub,Metagenomics and community analysis,NA
Biodiversity_Dashboard,Using JavaScript's Plotly and D3 libraries to create an interactive dashboard analyzing belly button bacteria biodiversity.,NA,linzmacd,NA,JavaScript,2021-04-15T06:13:09Z,https://github.com/linzmacd/Biodiversity_Dashboard,NA,NA,0,GitHub,Specialized analysis,NA
phage_defense_avcd,"Companion repo to the paper titled: 'A broadly conserved deoxycytidine deaminase protects bacteria from phage infection,' by Severin*, Hsueh*, et al., 2021.",NA,JRaviLab,NA,HTML,2021-04-19T20:17:47Z,https://github.com/JRaviLab/phage_defense_avcd,NA,NA,0,GitHub,Specialized analysis,NA
Plotly_Projects,Creation of an interactive webpage using JavaScript's Plotly and D3 libraries to display filterable charts analyzing test subjects' belly button bacteria biodiversity.,NA,npvandyke,NA,JavaScript,2021-04-14T21:05:04Z,https://github.com/npvandyke/Plotly_Projects,NA,NA,0,GitHub,Specialized analysis,NA
KMC_Diffusion_In_Inhomogenous_Media_Projects,"This is a repo of a few KMC projects where I modeled systems as particles diffusing freely in inhomogenous media, including emerin protein clustering concentration calculations, bacteria hopping and trapping in porous media diffusivity calculations, and bacteria clustering simulations where the KMC scheme involves a translating subdomain of different diffusion rate.",NA,cdalas2,NA,C,2021-04-26T01:51:28Z,https://github.com/cdalas2/KMC_Diffusion_In_Inhomogenous_Media_Projects,NA,NA,0,GitHub,Specialized analysis,NA
plotly-challenge.io,"![Bacteria by filterforge.com](Images/bacteria.jpg)  In this assignment, you will build an interactive dashboard to explore the [Belly Button Biodiversity dataset](http://robdunnlab.com/projects/belly-button-biodiversity/), which catalogs the microbes that colonize human navels.  The dataset reveals that a small handful of microbial species (also called operational taxonomic units, or OTUs, in the study) were present in more than 70% of people, while the rest were relatively rare.",NA,peteturnham,NA,JavaScript,2021-04-07T21:34:58Z,https://github.com/peteturnham/plotly-challenge.io,NA,NA,0,GitHub,Specialized analysis,NA
pestenegra,"Consideremos una población de humanos y una población de pulgas infectada con la bacteria causante de la peste bubónica. Al igual que en el modelo de Lotka-Volterra, la población de humanos aumenta a menos de que entren en contacto con las pulgas y la población de pulgas disminuye a menos de que haya interacción con humanos. Además, supongamos que la probabilidad de contagio de la bacteria aumenta en función de la proporción de flagelantes en el grupo poblacional afectado",NA,nykolai-d,NA,Jupyter Notebook,2021-04-17T04:06:48Z,https://github.com/nykolai-d/pestenegra,NA,NA,0,GitHub,Specialized analysis,NA
MAIDS.U21-07.ARG,"Based on one of the world's largest patient cohorts with metagenomic sequenced fecal samples we wanted to describe the interplay between previous treatment with antibiotics and presence of antibiotic resistance genes (ARGs). In order to do this, we have established a bioinformatic pipeline to map antibiotic resistance genes and we have established an automatic way of extracting data on use of antibiotics (anti-bacteria, -virus, -fungi), immunosuppressants and chemotherapy. Moreover, we have detailed data on demographics, clinical outcomes and other microbiome features such as taxonomy.",NA,UltrathonOnline,NA,Handlebars,2021-04-13T21:26:33Z,https://github.com/UltrathonOnline/MAIDS.U21-07.ARG,NA,NA,0,GitHub,Sequence Analysis,NA
Bacterial_Fungal_Communities_Rural_Ghana,"All analyses performed for the manuscript entitled ""Bacterial and fungal gut community dynamics over the first five years of life in predominantly rural communities in Ghana""",NA,nelly-amenyogbe,NA,R,2021-05-20T02:44:58Z,https://github.com/nelly-amenyogbe/Bacterial_Fungal_Communities_Rural_Ghana,NA,NA,2,GitHub,Specialized analysis,NA
QueroBins,Automated Analysis of Metagenome Assembled Genomes of Bacteria and Archaea,NA,felipehcoutinho,NA,Python,2021-05-20T13:28:43Z,https://github.com/felipehcoutinho/QueroBins,NA,NA,2,GitHub,Specialized analysis,NA
sc_bacteria,Single cell bacteria projects,NA,yfan2012,NA,R,2021-05-14T19:36:58Z,https://github.com/yfan2012/sc_bacteria,NA,NA,1,GitHub,Specialized analysis,NA
Bacteria-to-birds,NA,NA,Angel-Galvez,NA,R,2021-05-22T13:09:35Z,https://github.com/Angel-Galvez/Bacteria-to-birds,NA,NA,1,GitHub,Specialized analysis,NA
bacterial-colony-classifier,Bacterial colony classifier. Full-stack ML project,NA,timohus,NA,TypeScript,2021-05-21T12:13:02Z,https://github.com/timohus/bacterial-colony-classifier,NA,NA,1,GitHub,Specialized analysis,NA
twri-bacteria-ldc-example,https://mps9506.github.io/twri-bacteria-ldc-example/index.html,NA,mps9506,NA,CSS,2021-05-18T15:17:09Z,https://github.com/mps9506/twri-bacteria-ldc-example,NA,NA,1,GitHub,Specialized analysis,NA
Intestine-Bacteria-Type-Detection,"Classification of More than two class called Multiclass classification, here i used Decision tree of 4 models, Goal to Predict the Classes of E.coli(type of Bacteria in Intestine)",NA,ShubahmUnde,NA,Jupyter Notebook,2021-05-14T08:49:49Z,https://github.com/ShubahmUnde/Intestine-Bacteria-Type-Detection,NA,NA,1,GitHub,Specialized analysis,NA
Poratble-UV-C-Sanitizer, Portable UV-C Sanitizer  : Sanitization of handheld/pocket things using UV-C radiation . This will help to kill Covid virus along with other distinct virus/bacterias.,NA,iamDshetty,NA,NA,2021-05-15T15:25:20Z,https://github.com/iamDshetty/Poratble-UV-C-Sanitizer,NA,NA,1,GitHub,Specialized analysis,NA
FFT_for_Image_Analysis,Using 2D discrete Fourier Transform to characterize the pattern of repeating protein units on a bacteria surface layer image. Pretty neat application of understanding the mathematical assumptions of a technique to properly isolate and interpret the results.,NA,GatiAher,NA,HTML,2021-05-10T21:45:00Z,https://github.com/GatiAher/FFT_for_Image_Analysis,NA,NA,1,GitHub,Specialized analysis,NA
AutonomousOzoneDisinfectantWithTelemetry,"The Covid-19 pandemic has made us realize the importance of disinfection and sanitation. Need of the hour is a disinfectant that is reliable, efficient and potent. Ozone is effective in deactivating various bacteria, fungi ,molds and viruses. A device that can harness this property of ozone and is both cost effective and time efficient will have various applications in society.  The proposed system is an Autonomous Ozone Disinfectant With Telemetry which uses an ozone generator for disinfection. It is a remotely controlled system that provides real-time ozone concentration values and remote switching through a mobile application as well.",NA,rashmita4,NA,C++,2021-05-21T08:37:51Z,https://github.com/rashmita4/AutonomousOzoneDisinfectantWithTelemetry,NA,NA,1,GitHub,Specialized analysis,NA
BacterialBomb,NA,NA,redmichael19,NA,Jupyter Notebook,2021-05-18T10:42:11Z,https://github.com/redmichael19/BacterialBomb,NA,NA,0,GitHub,Specialized analysis,NA
BacteriaGrowthSimulation,OpenMP and MPI implementations of bacteria growth,NA,mmorykan,NA,C,2021-05-10T02:17:12Z,https://github.com/mmorykan/BacteriaGrowthSimulation,NA,NA,0,GitHub,Specialized analysis,NA
BacteriaExperimentsMF.github.io,Web page to visualise experiments on real time,NA,csynbiosys,NA,HTML,2021-05-05T09:05:11Z,https://github.com/csynbiosys/BacteriaExperimentsMF.github.io,NA,NA,0,GitHub,Visualization Tools,NA
bacterialbomb,Assignment 2 for University of Leeds coding course 5003M,NA,simonhp66,NA,Jupyter Notebook,2021-05-18T20:25:25Z,https://github.com/simonhp66/bacterialbomb,NA,NA,0,GitHub,Specialized analysis,NA
bacteriabomb,NA,NA,gy20kejt,NA,Python,2021-05-05T19:58:01Z,https://github.com/gy20kejt/bacteriabomb,NA,NA,0,GitHub,Specialized analysis,NA
Bacteria_Detection,-Segmentation on cell images,NA,PoWeiChiao,NA,Python,2021-05-23T11:50:24Z,https://github.com/PoWeiChiao/Bacteria_Detection,NA,NA,0,GitHub,Specialized analysis,NA
